Datum,Zaehlerstand
24.04.2018,2944
25.04.2018,1955
26.04.2018,2066
27.04.2018,2880
28.04.2018,1729
29.04.2018,1909
30.04.2018,1077
01.05.2018,2020
02.05.2018,2920
03.05.2018,3047
04.05.2018,3459
05.05.2018,3698
06.05.2018,5698
07.05.2018,4344
08.05.2018,4831
09.05.2018,4387
10.05.2018,2055
11.05.2018,3096
12.05.2018,3528
13.05.2018,510
14.05.2018,3137
15.05.2018,3957
16.05.2018,2280
17.05.2018,2924
18.05.2018,2583
19.05.2018,2199
20.05.2018,4146
21.05.2018,4179
22.05.2018,2344
23.05.2018,2582
24.05.2018,2389
25.05.2018,3442
26.05.2018,3660
27.05.2018,2885
28.05.2018,3810
29.05.2018,2927
30.05.2018,3701
31.05.2018,4390
01.06.2018,722
02.06.2018,2335
03.06.2018,3998
04.06.2018,3898
05.06.2018,4092
06.06.2018,4564
07.06.2018,2990
08.06.2018,1930
09.06.2018,2895
10.06.2018,3141
11.06.2018,3047
12.06.2018,2045
13.06.2018,2643
14.06.2018,2582
15.06.2018,2771
16.06.2018,2284
17.06.2018,2585
18.06.2018,2736
19.06.2018,2882
20.06.2018,4488
21.06.2018,2310
22.06.2018,2013
23.06.2018,1543
24.06.2018,2226
25.06.2018,2509
26.06.2018,3738
27.06.2018,3873
28.06.2018,4102
29.06.2018,4141
30.06.2018,3323
01.07.2018,4310
02.07.2018,4096
03.07.2018,4467
04.07.2018,3544
05.07.2018,4063
06.07.2018,3404
07.07.2018,3345
08.07.2018,4507
09.07.2018,3601
10.07.2018,2309
11.07.2018,2572
12.07.2018,3481
13.07.2018,4187
14.07.2018,3346
15.07.2018,4303
16.07.2018,3982
17.07.2018,3510
18.07.2018,4047
19.07.2018,4955
20.07.2018,3493
21.07.2018,3600
22.07.2018,4039
23.07.2018,3379
24.07.2018,3827
25.07.2018,3545
26.07.2018,3282
27.07.2018,3232
28.07.2018,2097
29.07.2018,3502
30.07.2018,3479
31.07.2018,3543
01.08.2018,3270
02.08.2018,3415
03.08.2018,3185
04.08.2018,2579
05.08.2018,3620
06.08.2018,3249
07.08.2018,3281
08.08.2018,2284
09.08.2018,1960
10.08.2018,2829
11.08.2018,2468
12.08.2018,3982
13.08.2018,1384
14.08.2018,1937
15.08.2018,3241
16.08.2018,3961
17.08.2018,1979
18.08.2018,3088
19.08.2018,4211
20.08.2018,2553
21.08.2018,3374
