Datum,Zaehlerstand
14.10.2017,1900
15.10.2017,2195
16.10.2017,3577
17.10.2017,3454
18.10.2017,3581
19.10.2017,3610
20.10.2017,2220
21.10.2017,1126
22.10.2017,851
23.10.2017,2485
24.10.2017,2320
25.10.2017,2801
26.10.2017,2623
27.10.2017,2094
28.10.2017,859
29.10.2017,749
30.10.2017,1736
31.10.2017,810
01.11.2017,1150
02.11.2017,2393
03.11.2017,2187
04.11.2017,1388
05.11.2017,714
06.11.2017,2540
07.11.2017,2620
08.11.2017,2190
09.11.2017,2724
10.11.2017,2041
11.11.2017,503
12.11.2017,492
13.11.2017,2584
14.11.2017,2647
15.11.2017,2584
16.11.2017,2565
17.11.2017,2375
18.11.2017,979
19.11.2017,713
20.11.2017,1627
21.11.2017,1762
22.11.2017,2998
23.11.2017,2704
24.11.2017,1651
25.11.2017,813
26.11.2017,713
27.11.2017,1518
28.11.2017,2181
29.11.2017,2263
30.11.2017,1673
01.12.2017,1742
02.12.2017,794
03.12.2017,355
04.12.2017,1690
05.12.2017,2173
06.12.2017,2230
07.12.2017,1994
08.12.2017,1586
09.12.2017,491
10.12.2017,275
11.12.2017,1255
12.12.2017,1876
13.12.2017,1788
14.12.2017,1546
15.12.2017,1761
16.12.2017,680
17.12.2017,500
18.12.2017,1433
19.12.2017,1731
20.12.2017,1634
21.12.2017,1510
22.12.2017,1130
23.12.2017,562
24.12.2017,360
25.12.2017,376
26.12.2017,388
27.12.2017,833
28.12.2017,955
29.12.2017,757
30.12.2017,473
31.12.2017,437
01.01.2018,377
02.01.2018,1055
03.01.2018,997
04.01.2018,1423
05.01.2018,1615
06.01.2018,804
07.01.2018,974
08.01.2018,2619
09.01.2018,2713
10.01.2018,2378
11.01.2018,2448
12.01.2018,2206
13.01.2018,879
14.01.2018,821
15.01.2018,2004
16.01.2018,1812
17.01.2018,1333
18.01.2018,1382
19.01.2018,1835
20.01.2018,623
21.01.2018,853
22.01.2018,1818
23.01.2018,2220
24.01.2018,2496
25.01.2018,1847
26.01.2018,2121
27.01.2018,1086
28.01.2018,757
29.01.2018,2164
30.01.2018,2584
31.01.2018,1777
01.02.2018,2234
02.02.2018,1611
03.02.2018,744
04.02.2018,654
05.02.2018,2274
06.02.2018,2051
07.02.2018,1622
08.02.2018,969
09.02.2018,1044
10.02.2018,447
11.02.2018,335
12.02.2018,422
13.02.2018,1335
14.02.2018,2006
15.02.2018,910
16.02.2018,1583
17.02.2018,604
18.02.2018,842
19.02.2018,1951
20.02.2018,2135
21.02.2018,2216
22.02.2018,2271
23.02.2018,1870
24.02.2018,752
25.02.2018,622
26.02.2018,1618
27.02.2018,1678
28.02.2018,1702
01.03.2018,1655
02.03.2018,1394
03.03.2018,388
04.03.2018,665
05.03.2018,2373
06.03.2018,2538
07.03.2018,2193
08.03.2018,2002
09.03.2018,2057
10.03.2018,852
11.03.2018,844
12.03.2018,2131
13.03.2018,1396
14.03.2018,2579
15.03.2018,2550
16.03.2018,1652
17.03.2018,658
18.03.2018,516
19.03.2018,2069
20.03.2018,2023
21.03.2018,3439
22.03.2018,1479
23.03.2018,2069
24.03.2018,1052
25.03.2018,1114
26.03.2018,2274
27.03.2018,1879
28.03.2018,1303
29.03.2018,1799
30.03.2018,996
31.03.2018,888
01.04.2018,322
02.04.2018,688
03.04.2018,2023
04.04.2018,1712
05.04.2018,1946
06.04.2018,2498
07.04.2018,1550
08.04.2018,1713
09.04.2018,3394
10.04.2018,4438
11.04.2018,2382
12.04.2018,3493
13.04.2018,2935
14.04.2018,1829
15.04.2018,1722
16.04.2018,3590
17.04.2018,4195
18.04.2018,4949
19.04.2018,4569
20.04.2018,4311
21.04.2018,2360
22.04.2018,1766
23.04.2018,3504
24.04.2018,3514
25.04.2018,2816
26.04.2018,3156
27.04.2018,3172
28.04.2018,1523
29.04.2018,1247
30.04.2018,1747
01.05.2018,1229
02.05.2018,3472
03.05.2018,3676
04.05.2018,3591
05.05.2018,2145
06.05.2018,2132
07.05.2018,4175
08.05.2018,4333
09.05.2018,4012
10.05.2018,1416
11.05.2018,3105
12.05.2018,2011
13.05.2018,627
14.05.2018,3355
15.05.2018,4065
16.05.2018,3046
17.05.2018,3552
18.05.2018,2940
19.05.2018,1471
20.05.2018,1998
21.05.2018,1854
22.05.2018,2720
23.05.2018,2812
24.05.2018,2792
25.05.2018,3006
26.05.2018,1909
27.05.2018,1484
28.05.2018,3765
29.05.2018,3546
30.05.2018,3852
31.05.2018,2211
01.06.2018,1282
02.06.2018,1751
03.06.2018,1854
04.06.2018,3905
05.06.2018,4243
06.06.2018,4246
07.06.2018,3759
08.06.2018,2557
09.06.2018,1885
10.06.2018,1926
11.06.2018,3742
12.06.2018,3091
13.06.2018,3562
14.06.2018,3557
15.06.2018,3275
16.06.2018,1642
17.06.2018,1649
18.06.2018,3429
19.06.2018,3575
20.06.2018,4260
21.06.2018,3249
22.06.2018,2711
23.06.2018,1508
24.06.2018,1522
25.06.2018,3187
26.06.2018,3939
27.06.2018,4022
28.06.2018,4227
29.06.2018,3938
30.06.2018,1986
01.07.2018,1926
02.07.2018,4110
03.07.2018,4240
04.07.2018,4007
05.07.2018,4176
06.07.2018,3589
07.07.2018,1976
08.07.2018,2147
09.07.2018,4214
10.07.2018,3099
11.07.2018,3442
12.07.2018,4115
13.07.2018,3955
14.07.2018,1863
15.07.2018,2006
16.07.2018,3692
17.07.2018,3930
18.07.2018,3962
19.07.2018,3805
20.07.2018,3279
21.07.2018,1646
22.07.2018,2030
23.07.2018,3460
24.07.2018,3782
25.07.2018,3571
26.07.2018,3252
27.07.2018,3037
